title,description,ratings,sentiment,source,date_posted
New Product Bajaj Dominar 400,The Bajaj produce is a new and comfortable brand of the Bajaj company.It's a very cute and nice scene of the Bajaj company.It's fueling quality is very low and better than the other bike I like this types of bike Because it is also very comfortable . and really it is adorable.The cost of fuel is...,4,,mouthshut,27-12-2016
Full of power and agression,"My Friends BAJAJ has brought the bike naming Dominar 400 In my view this bike name must be Dominar 373 because this bike hasn't got the cc of 400 its just only name.

many of us simply think that Dominar 400 means a bike having the cc of 400 simply we all can see all bikes has its cc behind it...",4,,mouthshut,26-12-2016
Bajaj Dominar 400 is a good or bad?,"Bajaj dominar is a nice and good bike for all people so this is having a good specifications.

these specifications are:

fuel consumption;this is having a good fuel consumption like 50kmpl.

comfort: this is having a goodcomfort in the driving.

reliability:this is having a good reliabi...",4,,mouthshut,26-12-2016
Really a dominating one,The bike in my opinion is superbbbbbbbb.the technologies that has been used is really excellent.the marvelous design.and 400 cc makes it a powerful bike.its handling is good and riders friendly.in comparison of milage it is good in the race of other 400 cc bikes.the looks are very appriciable wi...,5,,mouthshut,26-12-2016
Bahate dominar400ccc,"The Bajaj Dominar 400 is the new flagship offering from Bajaj Auto and is finally making its official debut today in the premium motorcycle segment against the KTM Duke 200, Mahindra Mojo and the Royal Enfield Classic 350. Based on the Pulsar CS 400 Concept showcased at the 2014 Auto Expo, the D...",3,,mouthshut,26-12-2016
BAJAJ  DOMINAR 400 IS A LOVELY BIKE,"Bajaj has launched the new Dominar 400 at a starting price of just INR 1.36 lakh, raising the standards by nearly two times the current amount of performance on the offer in its overall lineup.

IN The fule consumption the mileage of the bike is 30KMPL in city and 35 KMPL on the hiagway.

TH...",3,,mouthshut,25-12-2016
Stylish bike in budget,"Technologically, it's a pretty well balanced bike.

35bhp power, 35Nm torque, dual channel abs, slipper clutch all make for a good bike.

My only qualm is the large body weight of 182kg. Didn't have to be so heavy.

Pricing is very aggressive and lucrative. It's sure to fetch lots of custo...",3,,mouthshut,24-12-2016
Dominor 400,"Fuel consumption is better compared to duke 390 and it is more comfortable for city roads, but the power is less than duke 390, handling is good, the pick up is not so bad and the looks are awesome its head lamp can cover upto 1.5km as declared by the company, over all it is the best bike anyone...",5,,mouthshut,24-12-2016
Donimate The Night,"It is such vry good and impresive bike means the looks whixh it got are really awesome.

first of all we talk about its fuel comsumption that it can give a better milage.

realibility is that it is too good

comparitively from ktm duke 390 it is more comfortable .

about the handling as ...",3,,mouthshut,24-12-2016
BEST BIKE OF THE YEAR FOR RACING,"ITS REALLY VERY GOOD IN FUEL COMSUMPTIONS WHILE COMPARED OTHER SPECIFIC BIKE(50/Lt)

ITS REALLY COMFORT TO DRIVE BECAUSE ITS HAVING A GOOD SUPENSION IS PLACED IN CENTRE REGION

ITS REALLY SUITE FOR DOMESTIC USERS ALSO

WHERE HANDELING AND CONTROL POWERFUL WHILE COMPARED TO OTHERE SPECFIC B...",4,,mouthshut,24-12-2016
The Dominar is the best and biggest bike ,"Spelling out ambitious targets for the new model, he said, “We are targeting about 20 per cent of the segment and if achieve that the Dominar will be a USD 1 billion brand in the next 12-18 months.Bajaj further said that the segment, currently dominated by Royal Enfield, is clocking around 65, 0...",4,,mouthshut,18-12-2016
Feel like driving ducati. powerful yet true beauty,"The Bajaj Dominor 400 is chased by a guy riding the Honda CBR 250. As the rider comes close to the Dominor 400, he tries to have a conversation with the test guy in order to have a clear footage of the bike. The Dominor 400 seems to be maintaining good speeds in straight lines along with great s...",4,,mouthshut,18-12-2016
Bajaj Dominar 400 BEST INDIAN PULSAR BIKE,"The Bajaj Dominar 400 is the most effective machine to originate from the Bajaj stable. It was initially showcased at the 2014 Auto Expo as an idea named CS 400 with alongside the SS400, another idea. The CS identification signified Cruiser Sport. The SS 400 was the full-faired sportier variant ...",4,,mouthshut,17-12-2016
Amazing look bike,"The all new bike by bajaj . the bajaj dominor is an awesomest ever bike by bajaj. The pick up of the bike is awesome. The speed is too good. And the look is totally killer. The bike accelerates too fast in compairing with the other bajaj models, like pulsar , bajaj v and the avenger and etc.

...",5,,mouthshut,17-12-2016
"Bajaj Dominar 400(Engines,Transmission&Features)","Having derived its engine from the KTM 390 Duke, the Bajaj Dominar 400 gets the biggest engine here and is unsurprisingly the most powerful as well. The 373 cc DTS-I engine is tuned to produce 34.5bhp of power at 8000rpm and 35Nm of torque at 6500rpm, The Bajaj Dominar 400 is a well thought out ...",3,,mouthshut,16-12-2016
Bajaj donimar 400,"The donimar 400 is best bike in other bike.

dominar speed is 148 per hour.On the Duke 390, the 373.22cc motor returns a fuel efficiency of 25kmpl.

Dimensions

Length – 2156 mm

Width – 813 mm

Height – 1112 mm

Tyre Size

Front – 110/70 R17 Radial

Rear – 150/60 R17 Radial

S...",3,,mouthshut,16-12-2016
Bajaj's most powerful bike,Bajaj has launched the dominor 400(pulsar cs400) in india for 1.36 lakh.it generates max power of 35 ps @8000 rpm and maximum torque of 35nm @6500 rpm.engine is mated to a 6-speed gearbox and the kerb weight of bike is 182 kg.company claimed top speed of bike is 148 kmph and it can do the 0-100 ...,4,,mouthshut,15-12-2016
Superb Look bike good performance.,"Its a one of the beat bike in this segment. After buying this bike I just fall in love with the bike, Its a comfortable for small as well as long rides. Its a bike is gives a millage is 45-57 kmpl on road in city. Dominor got looks, Its a very nice from front side. Performance of this bike is al...",5,,mouthshut,31-05-2017
Low Fewl Capicity,"Hey friends,

Today I'm gonna share my personal review on ""Bajaj Dominar four hundred"". the bike is cool enough however it's tiny fuel tank of seventeen to eighteen lit. that is incredibly less for long drives. additionally, the bike has no USD forks by that the amount of showy might decrease....",4,,mouthshut,07-09-2017
I LOVE DOMINAR 400,"Bajaj Dominar Specially Design For the those who are love the Riding Of The Bike For Long Journey .

The Design of the Bike fully Comfortable to Rider of the Bike

Coming to the Pick up it was awesome

Bajaj Release This Dominar for Competition Of ROYAL ENFIELD BIKES .

Present Young Gen...",3,,mouthshut,07-09-2017
Dominating the world,"Its domanating guys.trust me its thrilling fun to ride this bike .?? So much fun of speed in 160k . Engine power , torque, bhp .all are excellent . Expect it can't throttle at the initial gear. But cope ups after 1st gear. The main cool feature of this bike is its headlight.trust me its dam awes...",3,,mouthshut,07-09-2017
"Bajaj dominar 400 so good bike i will tell u how.,","First thing is that Bajaj has priced the Dominar 400 really very attractively. At a starting price of just Rs 1.36 Lakh, the Dominar is cheaper than all its rivals. Heck, it is priced just a bit higher than the Pulsar RS200. With such a great pricing. the Dominar 400 makes a very very strong cas...",4,,mouthshut,06-09-2017
Bajaj power 400,"The dominar, a classysport bike has got power more than royal classic350. The engine of this bike is of 393cc. The version also available in black and white. The body design and graphics are also really very cool. This bike is coming in range of 176000INR TO 190000INR.",4,,mouthshut,05-09-2017
Small fuel tank,Today I am gonna share my personal review on bajaj dominar 400. bike is cool enough but it has small fuel tank of 17 to 18 lit. Which is very less for long drives. Also the bike has no USD forks by which the level of sporty may decrease. And bike has very limited shades its not available on blac...,2,,mouthshut,05-09-2017
BEST BIKE IN THIS PRICE,Hey guys this is the best bike I have ever bought this bike is stunning and I want to tell you guys that this bike has superb mileage and I also want to tell you guys that this bike offers you great comfort and if you guys want to know about how much reliable it is than I want to tell you guys t...,5,,mouthshut,04-09-2017
MY DREAM BIKE,"Bike is superb.all know that Bajaj makes awesome bike and this

Is the best. muscular look, that LED light

It is an eye catchy bike.

It's mileage is 30 to 35 kmpl.

I think that is good mileage for 400cc segment bikes.

Mileage depends upon your riding style.

So this bike is next ...",5,,mouthshut,04-09-2017
