,review,aspect_terms,sentiment_score,sentiment_category
8582,only  enhance  the  user,user,0.0,neutral
8583,Flexible wireless control.,control,0.0,neutral
8584,redundant  pair  of  Cisco,,-0.2,negative
8585,for  our  main  hospital  campus.,campus,0.167,positive
8586,It  allows  us  to  create  specific  settings,settings,0.0,neutral
8587,for  the  specialized  medical  equipment,equipment,0.0,neutral
8588,Also  having  a  redundant  pair  gives  us,pair,-0.2,negative
8589,My Cisco Wireless LAN Controllers Review.,,0.0,neutral
8590,"""It s"",  used  in  our  main  facility.",facility,0.167,positive
8591,"from  the ""user s"",  private  internet",user internet,0.0,neutral
8592,and  those  of  guest  users.,guest users,0.0,neutral
8593,Cisco through and through.,,0.0,neutral
8594,"to  manage  our ""AP s"",  at  each  of  our  sites.",sites,0.0,neutral
8595,We  currently  have  7  running  on  our  network,network,0.0,neutral
8596,managing  up  to  120  devices  each.,devices,0.0,neutral
8597,It  helps  by  easily  maintaining  and  troubleshooting.,,0.433,positive
8598,Cisco 5520 Wireless LAN Controllers Review.,,0.0,neutral
8599,We  had  used  a  pair  of  5506,pair,0.0,neutral
8600,to  stick  with  using  Cisco.,,0.0,neutral
8601,We  moved  to  the  5520,,0.0,neutral
8602,platform  to  support,platform support,0.0,neutral
8603,that  we  already  had.,,0.0,neutral
8604,and  also  a  more  robust  platform  supporting  our  campus  expansion.,platform campus expansion,0.0,neutral
8605,the  use  of  this  device.,use device,0.0,neutral
8606,Cisco WLC Reliable Wireless.,,0.0,neutral
8607,We  use  the  Cisco  WLCs  to  provide  wireless  to,,0.0,neutral
8608,of  our  hospital  campuses.,hospital campuses,0.0,neutral
8609,a  centralized  command,command,0.0,neutral
8610,the  wireless  environment.,environment,0.0,neutral
8611,They  provide  a  reliable  wireless  platform,platform,0.0,neutral
8612,to  put  our  applications  on.,applications,0.0,neutral
8613,have  helped  us  to  solve  the  issues  mobility,issues mobility,0.0,neutral
8614,in  a  ever  changing  healthcare  environment.,environment,0.0,neutral
8615,Cisco Wireless LAN Controllers Review.,,0.0,neutral
8616,using  Cisco  Wireless,wireless,0.0,neutral
8617,across  our  whole  organization.,organization,0.2,positive
8618,It  provides  a  central  point  of  management,point management,0.0,neutral
8619,and  less  administrative,,-0.167,negative
8620,"view  of  the  wireless  network,  who",network,0.0,neutral
8621,any  rogues  out  there.,rogues,0.0,neutral
8622,The  Wireless  LAN  Controllers,wireless,0.0,neutral
8623,well  with  Cisco  ISE.,,0.0,neutral
8624,Cisco Wireless Controllers are Great (if you have money)!.,controllers money,0.8,positive
8625,Our  organization  uses  Cisco  Wireless  controllers,organization controllers,0.0,neutral
8626,and  control  functions,control functions,0.0,neutral
8627,for  our  wireless  infrastructure.,infrastructure,0.0,neutral
8628,"In  our  early  wireless  implementations,  the  devices  were  singularly  managed.",implementations devices,0.1,positive
8629,This  was  a  cumbersome  solution,solution,0.0,neutral
8630,that  made  deploying  and  managing  devices,devices,0.0,neutral
8631,Now  we  use  this  to  put  out,,0.0,neutral
8632,a  centralized  and  unified,,0.0,neutral
8633,that  can  be  pushed  out  rapidly!,,0.0,neutral
8634,Used  across  the  whole  organization,organization,0.2,positive
8635,in  a  redundant  cluster,cluster,-0.2,negative
8636,"Yeah, Cisco Wireless!.",,0.0,neutral
8637,We  use  it  for  the  whole  organization.,organization,0.2,positive
8638,It  allows  connectivity  for  devices,connectivity devices,0.0,neutral
8639,on  our  production  floor,floor,0.0,neutral
8640,we  can’t  pull  a  cable,cable,0.0,neutral
8641,Cisco Wireless LAN Controller - quick and easy wireless.,wireless,0.383,positive
8642,(WLC)  to  provide  Xaa  S  for  Wireless.,wireless,0.0,neutral
8643,are  installed  in  our  data  centers.,centers,-0.1,negative
8644,Customers  who  subscribe  to,customers,0.0,neutral
8645,our  services  have  access,services access,0.0,neutral
8646,(APs)  deployed  at  their  site,site,0.0,neutral
8647,which  register  with,,0.0,neutral
8648,centrally  managed  and  monitored.,,0.0,neutral
8649,WLC  provides  central  management  and  monitoring  of,management monitoring,0.0,neutral
8650,a  large  number  of  APs,number aps,0.214,positive
8651,as  well  as  touchless  deployment  of  APs,deployment,0.0,neutral
8652,with  WLC  discovery.,discovery,0.0,neutral
8653,wireless  continually,wireless,0.0,neutral
8654,"based  on  interference,  holes,  etc.",interference,-0.8,negative
8655,Cisco Wireless Controller is a Must.,controller must,0.0,neutral
8656,We  currently  use  our  Wireless,wireless,0.0,neutral
8657,"to  manage ""AP s"",  across  multiple  sites.",sites,0.0,neutral
8658,We  heavily  rely  on  Flex  Connect  which,,-0.2,negative
8659,to  reduce  our  carbon  presence,presence,0.0,neutral
8660,"within  some  of  our  sites,  and  the  presence  of",sites presence,0.0,neutral
8661,Express  opens  up  other  opportunities.,opportunities,0.0,neutral
8662,"The  decision  to  transition  down  such  a  path,  to  begin  with,  was  simple  -",decision transition,0.0,neutral
8663,management  of  the  entire  wireless  infrastructure  from  a  single  point.,infrastructure point,-0.036,negative
8664,I  have  not  regretted,,0.0,neutral
8665,making  this  decision,decision,0.0,neutral
8666,since  we  first  deployed  the  solution.,solution,0.25,positive
8667,Wifi Management made easier.,management,0.433,positive
8668,We  use  Cisco  Wireless  LAN  controllers  to  control,controllers control,0.0,neutral
8669,It  manages  the  ability,ability,0.0,neutral
8670,the  access  and  functionality  of,access functionality,0.0,neutral
8671,how  the  Wireless  experience,experience,0.0,neutral
8672,"works  for  Groups,  Departments,",works groups,0.0,neutral
8673,employees  and  guest,employees guest,0.0,neutral
8674,We  use  it  for  managing  corporate  office  and,office,0.0,neutral
8675,It  resolves  the  business,business,0.0,neutral
8676,go  to  a  remote  office,office,-0.1,negative
8677,just  to  manage  an  AP;,,0.0,neutral
8678,"you  can  easily  manage  them  remotely,",,0.167,positive
8679,"configure  them,  and",,0.0,neutral
8680,even  power  them  on.,power,0.0,neutral
8681,Cisco Wireless LAN Controllers Review.,,0.0,neutral
8682,Wireless  is  our  primary  method  of  communication  across  our  school,wireless method communication school,0.4,positive
8683,for  staff  and  student  interaction.,staff interaction,0.0,neutral
8684,8540 Wireless Controller Review.,review,0.0,neutral
8685,to  provide  centralised  management  of  multiple  APs.,management,0.0,neutral
8686,using  Cisco  Wireless,wireless,0.0,neutral
8687,as  my  enterprise  controllers.,enterprise controllers,0.0,neutral
8688,This  is  a  new  installation,installation,0.136,positive
8689,that  will  grow  control  of  up  to  100  WAN  locations.,control,-0.2,negative
8690,"Our  original  solution  consisted  of  several  autonomous  wireless  systems,",solution systems,0.258,positive
8691,this  created  a  support  and,support,0.0,neutral
8692,maintenance  nightmare,nightmare,0.0,neutral
8693,for  a  two-man  network  team.,team,0.0,neutral
8694,to  log  into  every  app,app,0.0,neutral
8695,and  manually  configure,,0.0,neutral
8696,"Worth it, can be better.",,0.3,positive
8697,The  rise  of  mobile  devices,rise devices,0.0,neutral
8698,the  need  for  robust  and,,0.0,neutral
8699,secure  wireless  infrastructure.,infrastructure,0.4,positive
8700,"At  early  stages,  wireless  equipment  was  labeled  as  ""nice",stages equipment,0.35,positive
8701,but  suddenly  people,people,0.0,neutral
8702,for  most  situations.,situations,0.0,neutral
8703,"basic  problem,  connectivity  for  non-cabled  devices.",problem connectivity devices,0.0,neutral
8704,wireless  controllers  (5508),controllers,0.0,neutral
8705,with  ISE  &  Prime  supporting  about  four  hundred,,0.0,neutral
8706,Three  hundred  of  them  are  installed  at  our  stores,stores,0.0,neutral
8707,and  the  rest  are  installed  at  our  premises.,rest premises,0.0,neutral
8708,Most  of  the  usage  is  by  providing  internet  access,usage internet access,0.0,neutral
8709,(especially  at  stores).,stores,0.0,neutral
8710,we  have  implemented  a  POC,poc,0.0,neutral
8711,platform  from  Mobile,platform mobile,0.0,neutral
8712,"Cisco Wireless 2500-series: Simple and inexpensive, but effective.",,0.3,positive
8713,We  use  Cisco  Wireless  controllers  (2504),controllers,0.0,neutral
8714,We  primarily  use  Cisco,,0.4,positive
8715,to  provide  guest  access.,guest access,0.0,neutral
8716,use  it  for  restricted  corporate,use,0.0,neutral
8717,"A powerful, secure and reliable Core/Distribution switch.",switch,0.35,positive
8718,Series Cisco Catalyst 3850 is a robust platform.,catalyst platform,0.0,neutral
8719,Catalyst  3650  Series,catalyst series,0.0,neutral
8720,Series Excellent switch core solution for  a midsize enterprise..,solution enterprise,1.0,positive
8721,Catalyst  3850  Series Using Cisco 3850 as an aggregation switch.,catalyst series switch,0.0,neutral
8722,The solid base to a strong LAN.,base lan,-0.122,negative
8723,Catalyst  9300  Series,catalyst series,0.0,neutral
8724,Catalyst  9500  Series Efficient but buggy.,catalyst,0.0,neutral
8725,Series More opportunities for flexibility.,opportunities flexibility,0.0,neutral
8726,Series Cisco Catalyst 3850 Series Switches Review.,,0.0,neutral
8727,3850  Series Musing on the Cisco 3850 Switch.,series switch,0.0,neutral
8728,Series Cisco Catalyst 3850 - Worth Every Penny.,penny,0.3,positive
8729,Other Cisco 3850 review..,review,0.0,neutral
8730,Series Cisco Catalyst 3850.,catalyst,0.0,neutral
8731,Catalyst  3850  Series,catalyst series,0.0,neutral
8732,Cisco Gear - Top Quality Products.,products,0.5,positive
8733,My Review of Cisco Switches.,review switches,0.0,neutral
8734,Catalyst  3650  Series,catalyst series,0.0,neutral
8735,Catalyst  3850  Series Bulletproof switch.,catalyst switch,0.0,neutral
8736,Series Catalyst 3650 Switches Review.,review,0.0,neutral
8737,Catalyst  3650  Series,catalyst series,0.0,neutral
8738,Series Catalyst Switch Review From HCR.,review,0.0,neutral
8739,Series Catalyst and Nexus.,nexus,0.0,neutral
8740,Catalyst  3650  Series,catalyst series,0.0,neutral
8741,Catalyst  3850  Series Cisco Catalyst Switches.,catalyst switches,0.0,neutral
8742,Series Cisco Catalyst - the industry standard for a reason..,catalyst standard reason,0.0,neutral
8743,Catalyst  3850  Series Cisco Catalyst Switches -,catalyst switches,0.0,neutral
8744,A quality product that is tough to beat!.,product,-0.389,negative
8745,Catalyst  3650  Series,catalyst series,0.0,neutral
8746,Other Cisco Catalyst Switches Review.,switches,0.0,neutral
8747,Series Enterprise Campus use of 3850 Series Switches.,use switches,0.0,neutral
8748,"Series Many, many years of experience with Cisco Catalyst Switches.",years experience switches,0.5,positive
8749,Catalyst  3650  Series,catalyst series,0.0,neutral
8750,Other Cisco Switch for Managed Services.,services,0.0,neutral
8751,Catalyst  3850  Series,catalyst series,0.0,neutral
8752,6800  Series Cisco Catalyst Switches-,catalyst,0.0,neutral
8753,Catalyst  3850  Series Catalystic.,catalyst,0.0,neutral
8754,Other Cisco Switches Review.,review,0.0,neutral
8755,Catalyst  3850  Series Show version.,catalyst version,0.0,neutral
8756,Catalyst  3650  Series,catalyst series,0.0,neutral
8757,Series Worth Every Penny.,,0.3,positive
8758,Cisco  Catalyst  6500,,0.0,neutral
8759,which  is  a  chassis  system,system,0.0,neutral
8760,that  uses  a  supervisor  engine,engine,0.0,neutral
8761,the  switching  power,power,0.0,neutral
8762,and  I  can  tell  you,,0.0,neutral
8763,those  things  were  beasts.,things beasts,0.0,neutral
8764,They  could  run  forever,,0.0,neutral
8765,"without  a  reboot,  and  usually  the  worst",reboot,-0.7,negative
8766,to  replace  a  blade  from  time  to  time.,blade time time,0.0,neutral
8767,I  also  have  experience,experience,0.0,neutral
8768,and  3850  switches  which,switches,0.0,neutral
8769,Up  to  nine  of  them,,0.0,neutral
8770,power  and  data  stacked,power data,0.0,neutral
8771,and  be  used  in  the  same  way  as  one,way,0.0,neutral
8772,The  3850  is  the  industry,industry,0.0,neutral
8773,"in  the  education  system,  as  one  access",system,0.0,neutral
8774,and  it  make  supporting  the  infrastructure,infrastructure,0.0,neutral
8775,for  the  IT  department.,department,0.0,neutral
8776,Cisco 3850 stack switch.,switch,0.0,neutral
8777,Catalyst  3650  Series,catalyst series,0.0,neutral
8778,Series Cisco switches for the win.,win,0.8,positive
8779,Catalyst  3650  Series,catalyst series,0.0,neutral
8780,Catalyst  3850  Series,catalyst series,0.0,neutral
8781,New Generation of Catalyst Redeems Older Generation.,generation catalyst generation,0.118,positive
8782,Catalyst  3650  Series,catalyst series,0.0,neutral
8783,Other Cisco Catalyst Switches.,switches,0.0,neutral
8784,Catalyst  3650  Series,catalyst series,0.0,neutral
